Name	Type	Protein	NPS	BP	Distance
p53family_t-81	p53family_t	"p53, p63, p73"	Widom_601	118	22
p53family_t-82	p53family_t	"p53, p63, p73"	Widom_601	119	23
p53family_t-83	p53family_t	"p53, p63, p73"	Widom_601	120	24
p53family_t-84	p53family_t	"p53, p63, p73"	Widom_601	121	25
p53family_t-85	p53family_t	"p53, p63, p73"	Widom_601	122	26
p53family_t-86	p53family_t	"p53, p63, p73"	Widom_601	123	27
p53family_t-87	p53family_t	"p53, p63, p73"	Widom_601	124	28
p53family_t-88	p53family_t	"p53, p63, p73"	Widom_601	125	29
p53family_t-89	p53family_t	"p53, p63, p73"	Widom_601	126	30
p53family_t-90	p53family_t	"p53, p63, p73"	Widom_601	127	31
p53family_t-91	p53family_t	"p53, p63, p73"	Widom_601	128	32
p53family_t-92	p53family_t	"p53, p63, p73"	Widom_601	129	33
p53family_t-93	p53family_t	"p53, p63, p73"	Widom_601	130	34
p53family_t-94	p53family_t	"p53, p63, p73"	Widom_601	131	35
p53family_t-95	p53family_t	"p53, p63, p73"	Widom_601	132	36
p53family_t-96	p53family_t	"p53, p63, p73"	Widom_601	133	37
p53family_t-97	p53family_t	"p53, p63, p73"	Widom_601	134	38
p53family_t-98	p53family_t	"p53, p63, p73"	Widom_601	135	39
p53family_t-99	p53family_t	"p53, p63, p73"	Widom_601	136	40
p53family_t-100	p53family_t	"p53, p63, p73"	Widom_601	137	41
p53family_t-101	p53family_t	"p53, p63, p73"	Widom_601	138	42
p53family_t-102	p53family_t	"p53, p63, p73"	Widom_601	139	43
p53family_t-103	p53family_t	"p53, p63, p73"	Widom_601	140	44
p53family_t-104	p53family_t	"p53, p63, p73"	Widom_601	141	45
p53family_t-105	p53family_t	"p53, p63, p73"	Widom_601	142	46
p53family_t-106	p53family_t	"p53, p63, p73"	Widom_601	143	47
p53family_u-1	p53family_u	"p53, p63, p73"	Widom_601	33	-63
p53family_u-2	p53family_u	"p53, p63, p73"	Widom_601	34	-62
p53family_u-3	p53family_u	"p53, p63, p73"	Widom_601	35	-61
p53family_u-4	p53family_u	"p53, p63, p73"	Widom_601	36	-60
p53family_u-5	p53family_u	"p53, p63, p73"	Widom_601	37	-59
p53family_u-6	p53family_u	"p53, p63, p73"	Widom_601	38	-58
p53family_u-7	p53family_u	"p53, p63, p73"	Widom_601	39	-57
p53family_u-8	p53family_u	"p53, p63, p73"	Widom_601	40	-56
p53family_u-9	p53family_u	"p53, p63, p73"	Widom_601	41	-55
p53family_u-10	p53family_u	"p53, p63, p73"	Widom_601	42	-54
p53family_u-11	p53family_u	"p53, p63, p73"	Widom_601	43	-53
p53family_u-12	p53family_u	"p53, p63, p73"	Widom_601	44	-52
p53family_u-13	p53family_u	"p53, p63, p73"	Widom_601	45	-51
p53family_u-14	p53family_u	"p53, p63, p73"	Widom_601	46	-50
p53family_u-15	p53family_u	"p53, p63, p73"	Widom_601	47	-49
p53family_u-16	p53family_u	"p53, p63, p73"	Widom_601	48	-48
p53family_u-17	p53family_u	"p53, p63, p73"	Widom_601	49	-47
p53family_u-18	p53family_u	"p53, p63, p73"	Widom_601	50	-46
p53family_u-19	p53family_u	"p53, p63, p73"	Widom_601	51	-45
p53family_u-20	p53family_u	"p53, p63, p73"	Widom_601	52	-44
p53family_u-21	p53family_u	"p53, p63, p73"	Widom_601	53	-43
p53family_u-22	p53family_u	"p53, p63, p73"	Widom_601	54	-42
p53family_u-23	p53family_u	"p53, p63, p73"	Widom_601	55	-41
p53family_u-24	p53family_u	"p53, p63, p73"	Widom_601	56	-40
p53family_u-25	p53family_u	"p53, p63, p73"	Widom_601	57	-39
p53family_u-26	p53family_u	"p53, p63, p73"	Widom_601	58	-38
p53family_u-27	p53family_u	"p53, p63, p73"	Widom_601	59	-37
p53family_u-28	p53family_u	"p53, p63, p73"	Widom_601	60	-36
p53family_u-29	p53family_u	"p53, p63, p73"	Widom_601	61	-35
p53family_u-30	p53family_u	"p53, p63, p73"	Widom_601	62	-34
p53family_u-31	p53family_u	"p53, p63, p73"	Widom_601	63	-33
p53family_u-32	p53family_u	"p53, p63, p73"	Widom_601	64	-32
p53family_u-33	p53family_u	"p53, p63, p73"	Widom_601	65	-31
p53family_u-34	p53family_u	"p53, p63, p73"	Widom_601	66	-30
p53family_u-35	p53family_u	"p53, p63, p73"	Widom_601	67	-29
p53family_u-36	p53family_u	"p53, p63, p73"	Widom_601	68	-28
p53family_u-37	p53family_u	"p53, p63, p73"	Widom_601	69	-27
p53family_u-38	p53family_u	"p53, p63, p73"	Widom_601	70	-26
p53family_u-39	p53family_u	"p53, p63, p73"	Widom_601	71	-25
p53family_u-40	p53family_u	"p53, p63, p73"	Widom_601	72	-24
p53family_u-41	p53family_u	"p53, p63, p73"	Widom_601	73	-23
p53family_u-42	p53family_u	"p53, p63, p73"	Widom_601	74	-22
p53family_u-43	p53family_u	"p53, p63, p73"	Widom_601	75	-21
p53family_u-44	p53family_u	"p53, p63, p73"	Widom_601	76	-20
p53family_u-45	p53family_u	"p53, p63, p73"	Widom_601	77	-19
p53family_u-46	p53family_u	"p53, p63, p73"	Widom_601	78	-18
p53family_u-47	p53family_u	"p53, p63, p73"	Widom_601	79	-17
p53family_u-48	p53family_u	"p53, p63, p73"	Widom_601	80	-16
p53family_u-49	p53family_u	"p53, p63, p73"	Widom_601	81	-15
p53family_u-50	p53family_u	"p53, p63, p73"	Widom_601	82	-14
p53family_u-51	p53family_u	"p53, p63, p73"	Widom_601	83	-13
p53family_u-52	p53family_u	"p53, p63, p73"	Widom_601	84	-12
p53family_u-53	p53family_u	"p53, p63, p73"	Widom_601	85	-11
p53family_u-54	p53family_u	"p53, p63, p73"	Widom_601	86	-10
p53family_u-55	p53family_u	"p53, p63, p73"	Widom_601	87	-9
p53family_u-56	p53family_u	"p53, p63, p73"	Widom_601	88	-8
p53family_u-57	p53family_u	"p53, p63, p73"	Widom_601	89	-7
p53family_u-58	p53family_u	"p53, p63, p73"	Widom_601	90	-6
p53family_u-59	p53family_u	"p53, p63, p73"	Widom_601	91	-5
p53family_u-60	p53family_u	"p53, p63, p73"	Widom_601	92	-4
p53family_u-61	p53family_u	"p53, p63, p73"	Widom_601	93	-3
p53family_u-62	p53family_u	"p53, p63, p73"	Widom_601	94	-2
p53family_u-63	p53family_u	"p53, p63, p73"	Widom_601	95	-1
p53family_u-64	p53family_u	"p53, p63, p73"	Widom_601	96	0
p53family_u-65	p53family_u	"p53, p63, p73"	Widom_601	97	1
p53family_u-66	p53family_u	"p53, p63, p73"	Widom_601	98	2
p53family_u-67	p53family_u	"p53, p63, p73"	Widom_601	99	3
p53family_u-68	p53family_u	"p53, p63, p73"	Widom_601	100	4
p53family_u-69	p53family_u	"p53, p63, p73"	Widom_601	101	5
p53family_u-70	p53family_u	"p53, p63, p73"	Widom_601	102	6
p53family_u-71	p53family_u	"p53, p63, p73"	Widom_601	103	7
p53family_u-72	p53family_u	"p53, p63, p73"	Widom_601	104	8
p53family_u-73	p53family_u	"p53, p63, p73"	Widom_601	105	9
p53family_u-74	p53family_u	"p53, p63, p73"	Widom_601	106	10
p53family_u-75	p53family_u	"p53, p63, p73"	Widom_601	107	11
p53family_u-76	p53family_u	"p53, p63, p73"	Widom_601	108	12
p53family_u-77	p53family_u	"p53, p63, p73"	Widom_601	109	13
p53family_u-78	p53family_u	"p53, p63, p73"	Widom_601	110	14
p53family_u-79	p53family_u	"p53, p63, p73"	Widom_601	111	15
p53family_u-80	p53family_u	"p53, p63, p73"	Widom_601	112	16
p53family_u-81	p53family_u	"p53, p63, p73"	Widom_601	113	17
p53family_u-82	p53family_u	"p53, p63, p73"	Widom_601	114	18
p53family_u-83	p53family_u	"p53, p63, p73"	Widom_601	115	19
p53family_u-84	p53family_u	"p53, p63, p73"	Widom_601	116	20
p53family_u-85	p53family_u	"p53, p63, p73"	Widom_601	117	21
p53family_u-86	p53family_u	"p53, p63, p73"	Widom_601	118	22
p53family_u-87	p53family_u	"p53, p63, p73"	Widom_601	119	23
p53family_u-88	p53family_u	"p53, p63, p73"	Widom_601	120	24
p53family_u-89	p53family_u	"p53, p63, p73"	Widom_601	121	25
p53family_u-90	p53family_u	"p53, p63, p73"	Widom_601	122	26
p53family_u-91	p53family_u	"p53, p63, p73"	Widom_601	123	27
p53family_u-92	p53family_u	"p53, p63, p73"	Widom_601	124	28
p53family_u-93	p53family_u	"p53, p63, p73"	Widom_601	125	29
p53family_u-94	p53family_u	"p53, p63, p73"	Widom_601	126	30
p53family_u-95	p53family_u	"p53, p63, p73"	Widom_601	127	31
p53family_u-96	p53family_u	"p53, p63, p73"	Widom_601	128	32
p53family_u-97	p53family_u	"p53, p63, p73"	Widom_601	129	33
p53family_u-98	p53family_u	"p53, p63, p73"	Widom_601	130	34
p53family_u-99	p53family_u	"p53, p63, p73"	Widom_601	131	35
p53family_u-100	p53family_u	"p53, p63, p73"	Widom_601	132	36
p53family_u-101	p53family_u	"p53, p63, p73"	Widom_601	133	37
p53family_u-102	p53family_u	"p53, p63, p73"	Widom_601	134	38
p53family_u-103	p53family_u	"p53, p63, p73"	Widom_601	135	39
p53family_u-104	p53family_u	"p53, p63, p73"	Widom_601	136	40
p53family_u-105	p53family_u	"p53, p63, p73"	Widom_601	137	41
p53family_u-106	p53family_u	"p53, p63, p73"	Widom_601	138	42
p53family_u-107	p53family_u	"p53, p63, p73"	Widom_601	139	43
p53family_u-108	p53family_u	"p53, p63, p73"	Widom_601	140	44
p53family_u-109	p53family_u	"p53, p63, p73"	Widom_601	141	45
p53family_u-110	p53family_u	"p53, p63, p73"	Widom_601	142	46
p53family_u-111	p53family_u	"p53, p63, p73"	Widom_601	143	47
p53family_u-112	p53family_u	"p53, p63, p73"	Widom_601	144	48
p53family_u-113	p53family_u	"p53, p63, p73"	Widom_601	145	49
p53family_u-114	p53family_u	"p53, p63, p73"	Widom_601	146	50
p53family_u-115	p53family_u	"p53, p63, p73"	Widom_601	147	51
p53family_u-116	p53family_u	"p53, p63, p73"	Widom_601	148	52
p53family_u-117	p53family_u	"p53, p63, p73"	Widom_601	149	53
p53family_u-118	p53family_u	"p53, p63, p73"	Widom_601	150	54
p53family_u-119	p53family_u	"p53, p63, p73"	Widom_601	151	55
p53family_u-120	p53family_u	"p53, p63, p73"	Widom_601	152	56
p53family_u-121	p53family_u	"p53, p63, p73"	Widom_601	153	57
p53family_u-122	p53family_u	"p53, p63, p73"	Widom_601	154	58
p53family_u-123	p53family_u	"p53, p63, p73"	Widom_601	155	59
p53family_u-124	p53family_u	"p53, p63, p73"	Widom_601	156	60
p53family_u-125	p53family_u	"p53, p63, p73"	Widom_601	157	61
p53family_u-126	p53family_u	"p53, p63, p73"	Widom_601	158	62
p53family_u-127	p53family_u	"p53, p63, p73"	Widom_601	159	63
p53family_u-128	p53family_u	"p53, p63, p73"	Widom_601	160	64
p53family_u-129	p53family_u	"p53, p63, p73"	Widom_601	161	65
p53family_u-130	p53family_u	"p53, p63, p73"	Widom_601	162	66
p53family_u-131	p53family_u	"p53, p63, p73"	Widom_601	163	67
p53family_u-132	p53family_u	"p53, p63, p73"	Widom_601	164	68
p53family_u-133	p53family_u	"p53, p63, p73"	Widom_601	165	69
p53family_u-134	p53family_u	"p53, p63, p73"	Widom_601	166	70
p53family_u-135	p53family_u	"p53, p63, p73"	Widom_601	167	71
p53family_u-136	p53family_u	"p53, p63, p73"	Widom_601	168	72
p53family_u-137	p53family_u	"p53, p63, p73"	Widom_601	169	73
p53family_u-138	p53family_u	"p53, p63, p73"	Widom_601	170	74
p53family_u-139	p53family_u	"p53, p63, p73"	Widom_601	171	75
p53family_u-140	p53family_u	"p53, p63, p73"	Widom_601	172	76
p53family_u-141	p53family_u	"p53, p63, p73"	Widom_601	173	77
p53family_u-142	p53family_u	"p53, p63, p73"	Widom_601	174	78
p53family_u-143	p53family_u	"p53, p63, p73"	Widom_601	175	79
p53family_u-144	p53family_u	"p53, p63, p73"	Widom_601	176	80
p53family_u-145	p53family_u	"p53, p63, p73"	Widom_601	177	81
p53family_u-146	p53family_u	"p53, p63, p73"	Widom_601	178	82
p53family_u-147	p53family_u	"p53, p63, p73"	Widom_601	179	83
p53family_u-148	p53family_u	"p53, p63, p73"	Widom_601	180	84
p53family_u-153	p53family_u	"p53, p63, p73"	Widom_601	185	89
p53family_v-1	p53family_v	"p53, p63, p73"	Widom_601	33	-63
p53family_v-2	p53family_v	"p53, p63, p73"	Widom_601	34	-62
p53family_v-3	p53family_v	"p53, p63, p73"	Widom_601	35	-61
p53family_v-4	p53family_v	"p53, p63, p73"	Widom_601	36	-60
p53family_v-5	p53family_v	"p53, p63, p73"	Widom_601	37	-59
p53family_v-6	p53family_v	"p53, p63, p73"	Widom_601	38	-58
p53family_v-7	p53family_v	"p53, p63, p73"	Widom_601	39	-57
p53family_v-8	p53family_v	"p53, p63, p73"	Widom_601	40	-56
p53family_v-9	p53family_v	"p53, p63, p73"	Widom_601	41	-55
p53family_v-10	p53family_v	"p53, p63, p73"	Widom_601	42	-54
p53family_v-11	p53family_v	"p53, p63, p73"	Widom_601	43	-53
p53family_v-12	p53family_v	"p53, p63, p73"	Widom_601	44	-52
p53family_v-13	p53family_v	"p53, p63, p73"	Widom_601	45	-51
p53family_v-14	p53family_v	"p53, p63, p73"	Widom_601	46	-50
p53family_v-15	p53family_v	"p53, p63, p73"	Widom_601	47	-49
p53family_v-16	p53family_v	"p53, p63, p73"	Widom_601	48	-48
p53family_v-17	p53family_v	"p53, p63, p73"	Widom_601	49	-47
p53family_v-18	p53family_v	"p53, p63, p73"	Widom_601	50	-46
p53family_v-19	p53family_v	"p53, p63, p73"	Widom_601	51	-45
p53family_v-20	p53family_v	"p53, p63, p73"	Widom_601	52	-44
p53family_v-21	p53family_v	"p53, p63, p73"	Widom_601	53	-43
p53family_v-22	p53family_v	"p53, p63, p73"	Widom_601	54	-42
p53family_v-23	p53family_v	"p53, p63, p73"	Widom_601	55	-41
p53family_v-24	p53family_v	"p53, p63, p73"	Widom_601	56	-40
p53family_v-25	p53family_v	"p53, p63, p73"	Widom_601	57	-39
p53family_v-26	p53family_v	"p53, p63, p73"	Widom_601	58	-38
p53family_v-27	p53family_v	"p53, p63, p73"	Widom_601	59	-37
p53family_v-28	p53family_v	"p53, p63, p73"	Widom_601	60	-36
p53family_v-29	p53family_v	"p53, p63, p73"	Widom_601	61	-35
p53family_v-30	p53family_v	"p53, p63, p73"	Widom_601	62	-34
p53family_v-31	p53family_v	"p53, p63, p73"	Widom_601	63	-33
p53family_v-32	p53family_v	"p53, p63, p73"	Widom_601	64	-32
p53family_v-33	p53family_v	"p53, p63, p73"	Widom_601	65	-31
p53family_v-34	p53family_v	"p53, p63, p73"	Widom_601	66	-30
p53family_v-35	p53family_v	"p53, p63, p73"	Widom_601	67	-29
p53family_v-36	p53family_v	"p53, p63, p73"	Widom_601	68	-28
p53family_v-37	p53family_v	"p53, p63, p73"	Widom_601	69	-27
p53family_v-38	p53family_v	"p53, p63, p73"	Widom_601	70	-26
p53family_v-39	p53family_v	"p53, p63, p73"	Widom_601	71	-25
p53family_v-40	p53family_v	"p53, p63, p73"	Widom_601	72	-24
p53family_v-41	p53family_v	"p53, p63, p73"	Widom_601	73	-23
p53family_v-42	p53family_v	"p53, p63, p73"	Widom_601	74	-22
p53family_v-43	p53family_v	"p53, p63, p73"	Widom_601	75	-21
p53family_v-44	p53family_v	"p53, p63, p73"	Widom_601	76	-20
p53family_v-45	p53family_v	"p53, p63, p73"	Widom_601	77	-19
p53family_v-46	p53family_v	"p53, p63, p73"	Widom_601	78	-18
p53family_v-47	p53family_v	"p53, p63, p73"	Widom_601	79	-17
p53family_v-48	p53family_v	"p53, p63, p73"	Widom_601	80	-16
p53family_v-49	p53family_v	"p53, p63, p73"	Widom_601	81	-15
p53family_v-50	p53family_v	"p53, p63, p73"	Widom_601	82	-14
p53family_v-51	p53family_v	"p53, p63, p73"	Widom_601	83	-13
p53family_v-52	p53family_v	"p53, p63, p73"	Widom_601	84	-12
p53family_v-53	p53family_v	"p53, p63, p73"	Widom_601	85	-11
p53family_v-54	p53family_v	"p53, p63, p73"	Widom_601	86	-10
p53family_v-55	p53family_v	"p53, p63, p73"	Widom_601	87	-9
p53family_v-56	p53family_v	"p53, p63, p73"	Widom_601	88	-8
p53family_v-57	p53family_v	"p53, p63, p73"	Widom_601	89	-7
p53family_v-58	p53family_v	"p53, p63, p73"	Widom_601	90	-6
p53family_v-59	p53family_v	"p53, p63, p73"	Widom_601	91	-5
p53family_v-60	p53family_v	"p53, p63, p73"	Widom_601	92	-4
p53family_v-61	p53family_v	"p53, p63, p73"	Widom_601	93	-3
p53family_v-62	p53family_v	"p53, p63, p73"	Widom_601	94	-2
p53family_v-63	p53family_v	"p53, p63, p73"	Widom_601	95	-1
p53family_v-64	p53family_v	"p53, p63, p73"	Widom_601	96	0
p53family_v-65	p53family_v	"p53, p63, p73"	Widom_601	97	1
p53family_v-66	p53family_v	"p53, p63, p73"	Widom_601	98	2
p53family_v-67	p53family_v	"p53, p63, p73"	Widom_601	99	3
p53family_v-68	p53family_v	"p53, p63, p73"	Widom_601	100	4
p53family_v-69	p53family_v	"p53, p63, p73"	Widom_601	101	5
p53family_v-70	p53family_v	"p53, p63, p73"	Widom_601	102	6
p53family_v-71	p53family_v	"p53, p63, p73"	Widom_601	103	7
p53family_v-72	p53family_v	"p53, p63, p73"	Widom_601	104	8
p53family_v-73	p53family_v	"p53, p63, p73"	Widom_601	105	9
p53family_v-74	p53family_v	"p53, p63, p73"	Widom_601	106	10
p53family_v-75	p53family_v	"p53, p63, p73"	Widom_601	107	11
p53family_v-76	p53family_v	"p53, p63, p73"	Widom_601	108	12
p53family_v-77	p53family_v	"p53, p63, p73"	Widom_601	109	13
p53family_v-78	p53family_v	"p53, p63, p73"	Widom_601	110	14
p53family_v-79	p53family_v	"p53, p63, p73"	Widom_601	111	15
p53family_v-80	p53family_v	"p53, p63, p73"	Widom_601	112	16
p53family_v-81	p53family_v	"p53, p63, p73"	Widom_601	113	17
p53family_v-82	p53family_v	"p53, p63, p73"	Widom_601	114	18
p53family_v-83	p53family_v	"p53, p63, p73"	Widom_601	115	19
p53family_v-84	p53family_v	"p53, p63, p73"	Widom_601	116	20
p53family_v-85	p53family_v	"p53, p63, p73"	Widom_601	117	21
p53family_v-86	p53family_v	"p53, p63, p73"	Widom_601	118	22
p53family_v-87	p53family_v	"p53, p63, p73"	Widom_601	119	23
p53family_v-88	p53family_v	"p53, p63, p73"	Widom_601	120	24
p53family_v-89	p53family_v	"p53, p63, p73"	Widom_601	121	25
p53family_v-90	p53family_v	"p53, p63, p73"	Widom_601	122	26
p53family_v-91	p53family_v	"p53, p63, p73"	Widom_601	123	27
p53family_v-92	p53family_v	"p53, p63, p73"	Widom_601	124	28
p53family_v-93	p53family_v	"p53, p63, p73"	Widom_601	125	29
p53family_v-94	p53family_v	"p53, p63, p73"	Widom_601	126	30
p53family_v-95	p53family_v	"p53, p63, p73"	Widom_601	127	31
p53family_v-96	p53family_v	"p53, p63, p73"	Widom_601	128	32
p53family_v-97	p53family_v	"p53, p63, p73"	Widom_601	129	33
p53family_v-98	p53family_v	"p53, p63, p73"	Widom_601	130	34
p53family_v-99	p53family_v	"p53, p63, p73"	Widom_601	131	35
p53family_v-100	p53family_v	"p53, p63, p73"	Widom_601	132	36
p53family_v-101	p53family_v	"p53, p63, p73"	Widom_601	133	37
p53family_v-102	p53family_v	"p53, p63, p73"	Widom_601	134	38
p53family_v-103	p53family_v	"p53, p63, p73"	Widom_601	135	39
p53family_v-104	p53family_v	"p53, p63, p73"	Widom_601	136	40
p53family_v-105	p53family_v	"p53, p63, p73"	Widom_601	137	41
p53family_v-106	p53family_v	"p53, p63, p73"	Widom_601	138	42
p53family_v-107	p53family_v	"p53, p63, p73"	Widom_601	139	43
p53family_v-108	p53family_v	"p53, p63, p73"	Widom_601	140	44
p53family_v-109	p53family_v	"p53, p63, p73"	Widom_601	141	45
p53family_v-110	p53family_v	"p53, p63, p73"	Widom_601	142	46
p53family_v-111	p53family_v	"p53, p63, p73"	Widom_601	143	47
p53family_v-112	p53family_v	"p53, p63, p73"	Widom_601	144	48
p53family_v-113	p53family_v	"p53, p63, p73"	Widom_601	145	49
p53family_v-114	p53family_v	"p53, p63, p73"	Widom_601	146	50
p53family_v-115	p53family_v	"p53, p63, p73"	Widom_601	147	51
p53family_v-116	p53family_v	"p53, p63, p73"	Widom_601	148	52
p53family_v-117	p53family_v	"p53, p63, p73"	Widom_601	149	53
p53family_v-118	p53family_v	"p53, p63, p73"	Widom_601	150	54
p53family_v-119	p53family_v	"p53, p63, p73"	Widom_601	151	55
p53family_v-120	p53family_v	"p53, p63, p73"	Widom_601	152	56
p53family_v-121	p53family_v	"p53, p63, p73"	Widom_601	153	57
p53family_v-122	p53family_v	"p53, p63, p73"	Widom_601	154	58
p53family_v-123	p53family_v	"p53, p63, p73"	Widom_601	155	59
p53family_v-124	p53family_v	"p53, p63, p73"	Widom_601	156	60
p53family_v-125	p53family_v	"p53, p63, p73"	Widom_601	157	61
p53family_v-126	p53family_v	"p53, p63, p73"	Widom_601	158	62
p53family_v-127	p53family_v	"p53, p63, p73"	Widom_601	159	63
p53family_v-128	p53family_v	"p53, p63, p73"	Widom_601	160	64
p53family_v-129	p53family_v	"p53, p63, p73"	Widom_601	161	65
p53family_v-130	p53family_v	"p53, p63, p73"	Widom_601	162	66
p53family_v-131	p53family_v	"p53, p63, p73"	Widom_601	163	67
p53family_v-132	p53family_v	"p53, p63, p73"	Widom_601	164	68
p53family_v-133	p53family_v	"p53, p63, p73"	Widom_601	165	69
p53family_v-134	p53family_v	"p53, p63, p73"	Widom_601	166	70
p53family_v-135	p53family_v	"p53, p63, p73"	Widom_601	167	71
p53family_v-136	p53family_v	"p53, p63, p73"	Widom_601	168	72
p53family_v-137	p53family_v	"p53, p63, p73"	Widom_601	169	73
p53family_v-138	p53family_v	"p53, p63, p73"	Widom_601	170	74
p53family_v-139	p53family_v	"p53, p63, p73"	Widom_601	171	75
p53family_v-140	p53family_v	"p53, p63, p73"	Widom_601	172	76
p53family_v-141	p53family_v	"p53, p63, p73"	Widom_601	173	77
p53family_v-142	p53family_v	"p53, p63, p73"	Widom_601	174	78
p53family_v-143	p53family_v	"p53, p63, p73"	Widom_601	175	79
p53family_v-144	p53family_v	"p53, p63, p73"	Widom_601	176	80
p53family_v-145	p53family_v	"p53, p63, p73"	Widom_601	177	81
p53family_v-146	p53family_v	"p53, p63, p73"	Widom_601	178	82
p53family_v-147	p53family_v	"p53, p63, p73"	Widom_601	179	83
p53family_v-148	p53family_v	"p53, p63, p73"	Widom_601	180	84
p53family_v-153	p53family_v	"p53, p63, p73"	Widom_601	185	89
p53family_w-1	p53family_w	"p53, p63, p73"	Widom_601	33	-63
p53family_w-2	p53family_w	"p53, p63, p73"	Widom_601	34	-62
p53family_w-3	p53family_w	"p53, p63, p73"	Widom_601	35	-61
p53family_w-4	p53family_w	"p53, p63, p73"	Widom_601	36	-60
p53family_w-5	p53family_w	"p53, p63, p73"	Widom_601	37	-59
p53family_w-6	p53family_w	"p53, p63, p73"	Widom_601	38	-58
p53family_w-7	p53family_w	"p53, p63, p73"	Widom_601	39	-57
p53family_w-8	p53family_w	"p53, p63, p73"	Widom_601	40	-56
p53family_w-9	p53family_w	"p53, p63, p73"	Widom_601	41	-55
p53family_w-10	p53family_w	"p53, p63, p73"	Widom_601	42	-54
p53family_w-11	p53family_w	"p53, p63, p73"	Widom_601	43	-53
p53family_w-12	p53family_w	"p53, p63, p73"	Widom_601	44	-52
p53family_w-13	p53family_w	"p53, p63, p73"	Widom_601	45	-51
p53family_w-14	p53family_w	"p53, p63, p73"	Widom_601	46	-50
p53family_w-15	p53family_w	"p53, p63, p73"	Widom_601	47	-49
p53family_w-16	p53family_w	"p53, p63, p73"	Widom_601	48	-48
p53family_w-17	p53family_w	"p53, p63, p73"	Widom_601	49	-47
p53family_w-18	p53family_w	"p53, p63, p73"	Widom_601	50	-46
p53family_w-19	p53family_w	"p53, p63, p73"	Widom_601	51	-45
p53family_w-20	p53family_w	"p53, p63, p73"	Widom_601	52	-44
p53family_w-21	p53family_w	"p53, p63, p73"	Widom_601	53	-43
p53family_w-22	p53family_w	"p53, p63, p73"	Widom_601	54	-42
p53family_w-23	p53family_w	"p53, p63, p73"	Widom_601	55	-41
p53family_w-24	p53family_w	"p53, p63, p73"	Widom_601	56	-40
p53family_w-25	p53family_w	"p53, p63, p73"	Widom_601	57	-39
p53family_w-26	p53family_w	"p53, p63, p73"	Widom_601	58	-38
p53family_w-27	p53family_w	"p53, p63, p73"	Widom_601	59	-37
p53family_w-28	p53family_w	"p53, p63, p73"	Widom_601	60	-36
p53family_w-29	p53family_w	"p53, p63, p73"	Widom_601	61	-35
p53family_w-30	p53family_w	"p53, p63, p73"	Widom_601	62	-34
p53family_w-31	p53family_w	"p53, p63, p73"	Widom_601	63	-33
p53family_w-32	p53family_w	"p53, p63, p73"	Widom_601	64	-32
p53family_w-33	p53family_w	"p53, p63, p73"	Widom_601	65	-31
p53family_w-34	p53family_w	"p53, p63, p73"	Widom_601	66	-30
p53family_w-35	p53family_w	"p53, p63, p73"	Widom_601	67	-29
p53family_w-36	p53family_w	"p53, p63, p73"	Widom_601	68	-28
p53family_w-37	p53family_w	"p53, p63, p73"	Widom_601	69	-27
p53family_w-38	p53family_w	"p53, p63, p73"	Widom_601	70	-26
p53family_w-39	p53family_w	"p53, p63, p73"	Widom_601	71	-25
p53family_w-40	p53family_w	"p53, p63, p73"	Widom_601	72	-24
p53family_w-41	p53family_w	"p53, p63, p73"	Widom_601	73	-23
p53family_w-42	p53family_w	"p53, p63, p73"	Widom_601	74	-22
p53family_w-43	p53family_w	"p53, p63, p73"	Widom_601	75	-21
p53family_w-44	p53family_w	"p53, p63, p73"	Widom_601	76	-20
p53family_w-45	p53family_w	"p53, p63, p73"	Widom_601	77	-19
p53family_w-46	p53family_w	"p53, p63, p73"	Widom_601	78	-18
p53family_w-47	p53family_w	"p53, p63, p73"	Widom_601	79	-17
p53family_w-48	p53family_w	"p53, p63, p73"	Widom_601	80	-16
p53family_w-49	p53family_w	"p53, p63, p73"	Widom_601	81	-15
p53family_w-50	p53family_w	"p53, p63, p73"	Widom_601	82	-14
p53family_w-51	p53family_w	"p53, p63, p73"	Widom_601	83	-13
p53family_w-52	p53family_w	"p53, p63, p73"	Widom_601	84	-12
p53family_w-53	p53family_w	"p53, p63, p73"	Widom_601	85	-11
p53family_w-54	p53family_w	"p53, p63, p73"	Widom_601	86	-10
p53family_w-55	p53family_w	"p53, p63, p73"	Widom_601	87	-9
p53family_w-56	p53family_w	"p53, p63, p73"	Widom_601	88	-8
p53family_w-57	p53family_w	"p53, p63, p73"	Widom_601	89	-7
p53family_w-58	p53family_w	"p53, p63, p73"	Widom_601	90	-6
p53family_w-59	p53family_w	"p53, p63, p73"	Widom_601	91	-5
p53family_w-60	p53family_w	"p53, p63, p73"	Widom_601	92	-4
p53family_w-61	p53family_w	"p53, p63, p73"	Widom_601	93	-3
p53family_w-62	p53family_w	"p53, p63, p73"	Widom_601	94	-2
p53family_w-63	p53family_w	"p53, p63, p73"	Widom_601	95	-1
p53family_w-64	p53family_w	"p53, p63, p73"	Widom_601	96	0
p53family_w-65	p53family_w	"p53, p63, p73"	Widom_601	97	1
p53family_w-66	p53family_w	"p53, p63, p73"	Widom_601	98	2
p53family_w-67	p53family_w	"p53, p63, p73"	Widom_601	99	3
p53family_w-68	p53family_w	"p53, p63, p73"	Widom_601	100	4
p53family_w-69	p53family_w	"p53, p63, p73"	Widom_601	101	5
p53family_w-70	p53family_w	"p53, p63, p73"	Widom_601	102	6
